model_name,iteration,class_label,accuracy,step,batch_size
lenet5_batchNorm1,1,8,0.6282051282051282,1,32
lenet5_batchNorm1,1,2,0.823170731707317,1,32
lenet5_batchNorm1,1,1,0.7138364779874213,1,32
lenet5_batchNorm1,1,4,0.9166666666666666,1,32
lenet5_batchNorm1,1,3,0.9448818897637795,1,32
lenet5_batchNorm1,1,5,0.9017857142857143,1,32
lenet5_batchNorm1,1,7,0.5566037735849056,1,32
lenet5_batchNorm1,1,0,0.8977272727272727,1,32
lenet5_batchNorm1,1,9,0.2289156626506024,1,32
lenet5_batchNorm1,1,6,0.2717391304347826,1,32
